Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
371,Terrence Ross\rosste01,SG,26,ORL,22,576,10.4,.515,.480,.198,1.9,11.3,6.6,8.6,2.2,1.3,11.5,16.4,,0.0,0.4,0.4,.035,,-1.4,0.1,-1.4,0.1
372,Terry Rozier\roziete01,PG,23,BOS,29,681,13.9,.503,.530,.169,3.5,17.3,10.5,13.6,2.2,0.1,7.0,18.9,,0.6,1.2,1.8,.130,,0.2,1.0,1.2,0.6
373,Ricky Rubio\rubiori01,PG,27,UTA,26,751,13.0,.517,.392,.365,1.9,12.5,7.1,26.4,3.0,0.5,21.3,22.7,,-0.1,1.1,0.9,.060,,-1.2,0.9,-0.2,0.3
374,D'Angelo Russell\russeda01,PG,21,BRK,12,333,19.3,.539,.298,.307,2.8,14.8,8.7,39.1,1.7,0.5,17.1,35.2,,0.1,0.3,0.4,.054,,2.7,-0.4,2.3,0.4
375,Domantas Sabonis\sabondo01,PF,21,IND,25,615,18.8,.601,.052,.441,12.4,26.0,19.3,12.7,0.6,1.0,16.6,21.5,,1.4,0.6,2.0,.153,,0.6,-0.2,0.4,0.4
376,JaKarr Sampson\sampsja02,SF,24,SAC,6,102,14.8,.656,.136,.091,8.7,25.7,16.9,3.0,1.0,3.7,8.0,11.0,,0.2,0.1,0.3,.148,,-1.7,0.1,-1.7,0.0
377,Dario Saric\saricda01,PF,23,PHI,26,759,12.2,.518,.442,.144,7.8,16.7,12.4,10.9,0.8,1.0,12.7,18.6,,0.5,0.6,1.1,.071,,-0.5,-0.5,-1.0,0.2
378,Tomas Satoransky\satorto01,SG,26,WAS,18,304,15.6,.577,.288,.370,5.1,11.1,8.1,24.7,1.1,0.0,8.6,13.5,,0.9,0.2,1.1,.170,,2.0,-1.1,0.8,0.2
379,Dennis Schroder\schrode01,PG,24,ATL,25,798,19.0,.526,.206,.190,2.7,7.4,5.0,35.8,1.7,0.0,11.9,30.0,,1.2,0.1,1.3,.078,,2.3,-3.2,-0.9,0.2
380,Mike Scott\scottmi01,PF,29,WAS,24,431,14.8,.624,.302,.161,3.9,18.5,11.1,6.4,1.0,1.0,13.5,18.9,,0.5,0.4,1.0,.109,,-0.3,-1.1,-1.4,0.1
381,Thabo Sefolosha\sefolth01,SF,33,UTA,26,545,17.1,.625,.371,.219,3.3,21.0,11.9,6.1,3.5,1.0,9.8,15.3,,0.9,1.0,1.9,.169,,0.5,2.2,2.7,0.6
382,Wayne Selden\seldewa01,SG,23,MEM,2,19,15.3,.717,.500,.500,0.0,12.6,6.2,33.3,2.7,0.0,38.1,19.3,,0.0,0.0,0.0,.070,,-2.4,-2.4,-4.8,0.0
383,Ramon Sessions\sessira01,PG,31,NYK,10,149,7.6,.414,.224,.306,0.8,9.7,5.4,24.9,2.3,0.6,20.1,20.4,,-0.2,0.1,-0.1,-0.029,,-4.7,-0.8,-5.5,-0.1
384,Iman Shumpert\shumpim01,SG,27,CLE,13,271,6.9,.487,.439,.263,3.1,13.3,8.4,8.4,1.6,1.6,21.1,13.3,,-0.2,0.2,0.0,.001,,-3.5,0.2,-3.3,-0.1
385,Pascal Siakam\siakapa01,PF,23,TOR,24,490,13.9,.523,.329,.137,6.3,18.6,12.6,12.6,2.2,1.7,11.9,15.8,,0.4,0.7,1.1,.109,,0.0,2.2,2.2,0.5
386,Ben Simmons\simmobe01,PG,21,PHI,26,942,18.5,.523,.021,.355,6.1,19.4,12.9,33.7,2.7,1.9,19.3,23.9,,0.7,1.4,2.1,.106,,0.0,3.2,3.2,1.2
387,Jonathon Simmons\simmojo02,SG,28,ORL,28,781,13.8,.569,.240,.314,3.8,9.4,6.6,10.5,1.3,0.4,14.8,24.1,,0.4,0.3,0.7,.041,,-0.9,-2.2,-3.1,-0.2
388,Kobi Simmons\simmoko01,PG,20,MEM,1,5,13.9,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,.161,,1.9,-4.4,-2.4,0.0
389,Kyle Singler\singlky01,SF,29,OKC,4,32,1.0,.423,.333,.417,0.0,14.8,7.1,0.0,0.0,0.0,12.3,21.9,,-0.1,0.0,-0.1,-0.089,,-10.2,-6.7,-16.9,-0.1
390,Marcus Smart\smartma01,SG,23,BOS,27,818,9.2,.442,.467,.286,2.9,10.7,6.9,25.1,1.9,1.1,19.4,19.5,,-0.7,1.3,0.6,.038,,-2.6,1.2,-1.4,0.1
391,Dennis Smith\smithde03,PG,20,DAL,23,647,11.6,.465,.332,.150,3.3,12.7,7.9,25.6,1.5,1.0,16.2,29.8,,-1.2,0.6,-0.6,-0.047,,-2.5,-0.3,-2.8,-0.1
392,Ish Smith\smithis01,PG,29,DET,27,539,15.5,.493,.086,.134,1.8,11.3,6.4,32.8,1.1,1.0,10.6,22.4,,0.6,0.5,1.0,.092,,-1.0,-1.1,-2.1,0.0
393,J.R. Smith\smithjr01,SG,32,CLE,28,857,8.1,.519,.716,.070,1.5,9.3,5.6,10.5,1.6,0.1,11.9,13.1,,0.3,0.4,0.7,.037,,-0.1,-1.0,-1.1,0.2
394,Jason Smith\smithja02,C,31,WAS,10,109,7.0,.402,.400,.229,11.2,8.2,9.7,1.3,0.9,4.8,9.4,17.2,,-0.1,0.1,0.0,.012,,-4.1,-0.8,-4.8,-0.1
395,Josh Smith\smithjo03,PF,32,NOP,3,12,3.6,.250,.000,.000,28.8,9.0,18.6,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.022,,-5.8,-7.9,-13.7,0.0
396,Tony Snell\snellto01,SG,26,MIL,23,729,10.8,.674,.590,.115,0.7,6.7,3.7,7.4,1.0,1.0,7.6,10.0,,1.2,0.2,1.4,.095,,1.6,-1.8,-0.2,0.3
397,Marreese Speights\speigma01,C,30,ORL,21,241,13.3,.528,.672,.119,3.2,17.1,10.2,8.0,0.8,1.9,8.4,27.8,,0.0,0.1,0.1,.030,,0.2,-4.0,-3.7,-0.1
398,Nik Stauskas\stausni01,SG,24,PHI,6,45,0.9,.410,.250,.500,0.0,2.3,1.2,2.7,4.2,0.0,45.0,8.2,,-0.1,0.1,-0.1,-0.058,,-7.1,2.1,-5.1,0.0
399,Lance Stephenson\stephla01,SG,27,IND,27,592,12.3,.505,.299,.228,4.4,20.5,12.6,17.1,1.2,0.6,15.2,19.0,,0.2,0.5,0.7,.056,,-1.5,-0.1,-1.6,0.1
400,Julyan Stone\stoneju01,SG,29,CHO,2,18,14.6,.750,1.000,.000,0.0,29.8,14.8,16.6,5.4,0.0,33.3,14.4,,0.0,0.0,0.0,.132,,-0.1,4.2,4.1,0.0
401,Caleb Swanigan\swanica01,PF,20,POR,14,129,7.4,.405,.125,.325,10.3,20.3,15.4,10.3,1.9,1.9,19.4,19.2,,-0.2,0.2,0.0,-0.001,,-5.7,1.7,-4.0,-0.1
402,Jayson Tatum\tatumja01,SF,19,BOS,29,887,17.3,.643,.350,.414,2.9,17.1,10.2,6.7,1.6,2.2,10.1,17.5,,2.0,1.6,3.6,.197,,1.1,1.9,3.0,1.1
403,Isaiah Taylor\taylois01,PG,23,ATL,20,324,11.6,.519,.242,.313,1.7,8.2,4.9,19.7,1.5,2.0,15.7,18.1,,0.1,0.1,0.2,.031,,-2.7,-1.6,-4.2,-0.2
404,Jeff Teague\teaguje01,PG,29,MIN,24,823,15.0,.553,.323,.271,1.1,8.4,4.7,30.7,2.2,0.8,19.7,19.8,,0.9,0.5,1.4,.079,,0.9,-1.7,-0.7,0.3
405,Mirza Teletovic\teletmi01,PF,32,MIL,10,159,14.1,.623,.789,.000,2.3,15.1,8.6,9.7,1.3,0.6,10.9,18.6,,0.2,0.1,0.3,.097,,2.3,-3.5,-1.2,0.0
406,Garrett Temple\templga01,SG,31,SAC,26,640,8.8,.498,.536,.158,0.9,9.3,4.9,8.8,2.1,2.1,12.5,15.7,,-0.2,0.4,0.2,.013,,-2.1,-0.2,-2.3,0.0
407,Milos Teodosic\teodomi01,PG,30,LAC,3,53,9.3,.462,.667,.083,2.0,15.1,8.4,23.6,0.0,1.6,13.9,23.9,,0.0,0.0,0.0,-0.007,,-1.2,-3.6,-4.8,0.0
408,Jason Terry\terryja01,SG,40,MIL,10,111,5.8,.377,.632,.105,0.0,9.7,4.8,7.2,3.2,3.2,16.8,9.9,,-0.2,0.1,0.0,-0.012,,-4.5,1.4,-3.1,0.0
409,Daniel Theis\theisda01,C,25,BOS,27,334,14.3,.579,.200,.300,12.1,22.8,17.6,6.6,1.8,5.0,23.9,17.9,,0.1,0.8,0.9,.126,,-3.2,3.7,0.5,0.2
410,Lance Thomas\thomala01,PF,29,NYK,24,403,6.7,.514,.391,.345,5.3,12.1,8.8,3.3,1.0,0.0,14.5,12.7,,0.1,0.2,0.3,.038,,-2.0,-1.1,-3.1,-0.1
411,Klay Thompson\thompkl01,SG,27,GSW,28,938,18.3,.622,.463,.075,1.7,11.2,6.9,11.8,1.0,1.5,9.0,23.7,,1.9,0.9,2.8,.141,,3.3,-2.1,1.1,0.7
412,Tristan Thompson\thomptr01,C,26,CLE,9,179,9.8,.567,.000,.423,11.2,20.8,16.2,2.2,0.3,2.0,16.3,9.2,,0.2,0.1,0.3,.081,,-2.7,-0.9,-3.7,-0.1
413,Sindarius Thornwell\thornsi01,SG,23,LAC,25,412,6.8,.515,.315,.281,2.6,7.2,4.9,5.9,1.8,1.9,16.0,12.6,,-0.1,0.2,0.1,.017,,-2.9,-0.1,-3.0,-0.1
414,Anthony Tolliver\tollian01,PF,32,DET,24,449,12.2,.585,.780,.252,3.4,13.3,8.1,8.1,1.2,1.3,9.9,14.8,,0.7,0.4,1.1,.118,,1.0,-0.2,0.8,0.3
415,Karl-Anthony Towns\townska01,C,22,MIN,28,991,22.1,.615,.244,.308,8.9,29.9,19.2,7.9,1.2,3.3,12.1,23.1,,2.6,1.1,3.7,.178,,2.3,0.3,2.6,1.1
416,P.J. Tucker\tuckepj01,SF,32,HOU,25,676,9.1,.577,.712,.200,4.6,19.8,12.3,4.4,2.2,0.8,17.6,10.6,,0.4,1.0,1.3,.096,,-1.0,1.8,0.8,0.5
417,Evan Turner\turneev01,SF,29,POR,26,681,7.8,.458,.213,.223,1.6,14.0,7.9,13.1,1.5,1.2,16.9,16.7,,-0.6,0.9,0.3,.021,,-4.2,1.4,-2.7,-0.1
418,Myles Turner\turnemy01,C,21,IND,20,597,18.0,.571,.225,.251,3.8,23.3,13.7,8.2,0.6,6.8,10.3,20.7,,0.8,0.8,1.6,.127,,-1.1,2.2,1.1,0.5
419,Ekpe Udoh\udohek01,C,30,UTA,25,359,14.0,.535,.000,.392,9.4,8.6,9.0,11.4,2.2,8.2,14.3,8.8,,0.6,0.6,1.2,.161,,-1.1,6.3,5.3,0.7
420,Tyler Ulis\ulisty01,PG,22,PHO,28,665,9.7,.466,.211,.243,0.8,7.2,3.9,25.0,2.0,0.2,18.8,18.6,,-0.4,0.2,-0.2,-0.017,,-3.1,-2.6,-5.6,-0.6
421,Jonas Valanciunas\valanjo01,C,25,TOR,21,432,19.8,.638,.046,.344,12.6,29.2,21.1,4.6,0.8,2.1,15.5,21.0,,1.1,0.6,1.7,.188,,-0.5,-0.5,-1.0,0.1
422,Denzel Valentine\valende01,SG,24,CHI,26,747,10.5,.480,.553,.037,2.7,17.6,9.9,15.9,1.4,0.4,9.5,16.2,,0.1,0.6,0.6,.040,,-1.2,0.1,-1.2,0.2
423,Fred VanVleet\vanvlfr01,PG,23,TOR,25,428,13.5,.500,.429,.170,1.4,9.5,5.5,23.9,2.4,1.2,12.2,18.5,,0.4,0.5,0.9,.103,,-0.1,-0.1,-0.2,0.2
424,Rashad Vaughn\vaughra01,SG,21,MIL,13,109,13.8,.575,.667,.121,1.1,8.8,4.9,10.8,1.9,1.6,2.8,15.1,,0.2,0.1,0.3,.119,,1.4,-2.8,-1.4,0.0
425,Noah Vonleh\vonleno01,PF,22,POR,19,396,13.2,.573,.000,.296,9.5,29.5,19.6,4.4,0.8,2.0,12.1,10.0,,0.6,0.6,1.2,.146,,-2.6,1.9,-0.8,0.1
426,Nikola Vucevic\vucevni01,C,27,ORL,28,853,21.4,.570,.295,.108,6.1,26.8,16.5,18.3,1.5,3.0,10.7,24.3,,1.5,1.0,2.5,.140,,2.1,1.7,3.9,1.3
427,Dwyane Wade\wadedw01,SG,36,CLE,26,617,17.0,.523,.123,.313,3.4,13.5,8.7,25.7,1.9,3.1,15.4,24.5,,0.5,0.6,1.1,.083,,-1.5,0.5,-1.0,0.2
428,Dion Waiters\waitedi01,SG,26,MIA,24,735,10.7,.488,.433,.145,1.3,7.7,4.5,20.3,1.3,0.8,14.3,25.9,,-0.7,0.5,-0.1,-0.009,,-2.0,-1.9,-3.9,-0.4
429,Kemba Walker\walkeke02,PG,27,CHO,24,849,21.5,.576,.400,.373,1.6,9.4,5.5,30.3,1.1,0.6,9.5,26.3,,2.6,0.6,3.2,.183,,5.6,-1.5,4.0,1.3
430,John Wall\walljo01,PG,27,WAS,16,550,21.8,.532,.234,.438,1.2,9.8,5.5,44.1,1.5,2.9,13.6,28.3,,1.2,0.6,1.7,.150,,3.3,-0.5,2.8,0.7
431,Taurean Waller-Prince\princta02,SF,23,ATL,27,841,12.9,.548,.358,.161,2.8,16.9,9.8,12.5,1.7,1.6,15.3,19.8,,0.2,0.5,0.7,.038,,-1.2,0.1,-1.1,0.2
432,Derrick Walton\waltode01,PG,22,MIA,4,12,7.3,.258,.333,.667,0.0,18.8,9.5,0.0,4.2,6.9,0.0,14.7,,0.0,0.0,0.0,-0.036,,-10.6,2.8,-7.7,0.0
433,T.J. Warren\warretj01,SF,24,PHO,29,917,17.9,.531,.102,.245,6.6,12.3,9.4,7.0,1.3,1.7,7.4,25.1,,1.2,0.3,1.6,.081,,-0.1,-2.2,-2.3,-0.1
434,Briante Weber\weberbr01,PG,25,HOU,4,14,3.7,,,,0.0,24.1,12.2,8.7,3.4,0.0,100.0,3.1,,0.0,0.0,0.0,.025,,-7.2,5.4,-1.8,0.0
435,David West\westda01,C,37,GSW,26,325,25.2,.682,.050,.218,7.5,20.9,14.8,18.8,2.3,7.8,17.7,21.1,,0.9,0.7,1.6,.232,,1.8,4.6,6.4,0.7
436,Russell Westbrook\westbru01,PG,29,OKC,26,935,21.3,.492,.286,.348,4.6,24.8,14.2,48.7,2.8,0.3,16.8,33.9,,0.7,1.7,2.5,.126,,3.6,3.0,6.6,2.0
437,Derrick White\whitede01,PG,23,SAS,6,47,9.4,.467,.000,.857,4.7,16.6,10.7,8.8,3.3,3.6,23.7,12.1,,0.0,0.1,0.1,.064,,-5.2,4.2,-1.0,0.0
438,Okaro White\whiteok01,PF,25,MIA,6,80,9.2,.577,.688,.188,4.3,11.3,7.8,3.6,0.6,1.0,5.5,10.4,,0.1,0.1,0.2,.090,,-1.2,-1.1,-2.3,0.0
439,Isaiah Whitehead\whiteis01,PG,22,BRK,9,109,12.3,.529,.170,.283,2.8,14.4,8.5,23.8,2.2,1.4,23.2,29.7,,-0.2,0.1,-0.1,-0.033,,-4.3,0.0,-4.4,-0.1
440,Hassan Whiteside\whiteha01,C,28,MIA,15,402,25.8,.612,.013,.325,12.0,41.8,27.0,2.8,1.7,4.9,11.2,23.3,,0.9,0.9,1.8,.212,,-2.7,0.6,-2.1,0.0
441,Andrew Wiggins\wiggian01,SF,22,MIN,28,1035,13.4,.507,.274,.329,3.5,9.3,6.4,7.9,1.6,1.4,9.5,23.7,,0.3,0.5,0.8,.038,,-0.8,-1.7,-2.5,-0.1
442,Jacob Wiley\wileyja01,PF,23,BRK,5,33,8.1,.410,.500,.500,6.2,28.5,17.2,7.8,1.4,0.0,0.0,6.2,,0.0,0.0,0.1,.099,,-3.5,1.4,-2.2,0.0
443,Damien Wilkins\wilkida02,SF,38,IND,14,89,5.5,.428,.421,.105,5.1,7.4,6.3,8.7,1.1,0.0,16.8,11.8,,-0.1,0.0,0.0,-0.012,,-3.4,-1.6,-5.0,-0.1
444,C.J. Williams\willicj01,SG,27,LAC,13,127,10.5,.518,.281,.125,2.6,9.0,5.7,13.9,1.6,0.0,10.6,13.0,,0.1,0.0,0.2,.057,,-1.7,-2.0,-3.7,-0.1
445,Lou Williams\willilo02,SG,31,LAC,25,763,20.7,.592,.424,.317,1.8,8.2,5.0,26.9,1.5,0.5,13.8,27.5,,2.0,0.2,2.2,.139,,4.5,-3.2,1.3,0.6
446,Marvin Williams\willima02,PF,31,CHO,26,692,14.7,.629,.522,.212,4.0,14.3,9.1,6.6,1.3,1.1,6.5,13.4,,1.5,0.7,2.2,.152,,1.8,0.7,2.4,0.8
447,Troy Williams\willitr02,SF,23,HOU,4,17,-2.3,.242,.556,.333,6.8,19.8,13.4,8.3,2.8,0.0,8.8,28.9,,-0.1,0.0,-0.1,-0.246,,-11.4,-2.6,-14.1,-0.1
448,D.J. Wilson\wilsodj01,PF,21,MIL,10,35,3.5,.444,.333,.000,0.0,17.1,8.5,4.1,0.0,0.0,10.0,13.2,,0.0,0.0,0.0,-0.043,,-6.3,-4.2,-10.4,-0.1
449,Jamil Wilson\wilsoja02,SF,27,LAC,7,87,9.6,.600,.840,.000,3.7,9.2,6.4,8.7,0.0,0.0,10.7,14.1,,0.1,0.0,0.1,.066,,1.1,-4.1,-3.0,0.0
450,Justise Winslow\winslju01,SF,21,MIA,26,603,11.4,.490,.243,.154,5.0,22.3,13.7,12.4,1.5,1.4,13.0,15.6,,0.1,0.8,0.8,.066,,-2.9,1.9,-1.1,0.1
451,Jeff Withey\witheje01,C,27,DAL,9,36,7.9,.437,.643,.143,2.9,25.1,13.7,0.0,0.0,7.7,11.8,21.3,,-0.1,0.1,0.0,-0.048,,-9.0,-2.3,-11.3,-0.1
452,Nate Wolters\woltena01,PG,26,UTA,4,11,-5.0,.000,.000,.000,10.2,10.8,10.5,11.7,0.0,0.0,0.0,12.4,,0.0,0.0,0.0,-0.185,,-10.7,-1.0,-11.7,0.0
453,Brandan Wright\wrighbr03,PF,30,MEM,16,229,20.2,.581,.000,.365,10.3,18.2,14.3,3.7,1.8,7.3,3.9,15.5,,0.5,0.3,0.9,.180,,-1.3,2.5,1.3,0.2
454,Delon Wright\wrighde01,PG,25,TOR,14,292,14.9,.670,.431,.492,2.4,10.8,6.7,17.3,2.2,1.4,24.0,15.7,,0.5,0.3,0.8,.138,,0.9,1.0,1.9,0.3
455,Guerschon Yabusele\yabusgu01,PF,22,BOS,9,46,14.7,.504,.625,.125,19.5,16.3,17.9,13.5,0.0,1.8,15.1,19.3,,0.1,0.1,0.1,.140,,1.5,-0.5,1.0,0.0
456,Joe Young\youngjo01,PG,25,IND,15,88,10.1,.483,.289,.263,3.9,9.9,7.0,13.5,0.6,0.0,12.4,24.1,,0.0,0.0,0.0,-0.008,,-3.2,-4.0,-7.2,-0.1
457,Nick Young\youngni01,SG,32,GSW,27,353,14.1,.616,.717,.174,1.4,8.6,5.3,5.0,1.7,0.4,8.6,20.0,,0.5,0.3,0.8,.108,,1.9,-3.6,-1.6,0.0
458,Thaddeus Young\youngth01,PF,29,IND,27,906,15.5,.547,.262,.056,7.1,13.3,10.2,8.5,2.4,1.0,9.5,17.8,,1.1,0.9,2.0,.105,,1.1,0.7,1.8,0.9
459,Cody Zeller\zelleco01,C,25,CHO,19,378,16.1,.568,.011,.611,12.9,16.8,14.8,6.4,1.2,4.7,14.8,16.2,,0.6,0.5,1.2,.146,,-1.2,2.7,1.5,0.3
460,Tyler Zeller\zellety01,C,28,BRK,18,339,16.9,.637,.094,.368,8.5,17.6,13.0,5.8,1.0,2.5,15.2,17.9,,0.6,0.3,0.9,.126,,-1.0,0.4,-0.6,0.1
461,Paul Zipser\zipsepa01,SF,23,CHI,23,380,4.4,.393,.405,.069,1.3,20.0,10.3,9.9,1.3,0.9,14.3,16.3,,-0.8,0.3,-0.5,-0.062,,-6.8,0.0,-6.8,-0.5
462,Ante Zizic\zizican01,C,21,CLE,11,39,13.4,.462,.000,.636,15.2,22.4,18.9,3.5,0.0,6.8,12.4,18.4,,0.0,0.0,0.1,.072,,-5.8,-0.6,-6.3,0.0
463,Ivica Zubac\zubaciv01,C,20,LAL,6,14,0.7,.400,.000,.000,15.0,15.0,15.0,0.0,0.0,0.0,28.6,20.8,,-0.1,0.0,0.0,-0.147,,-11.9,-6.4,-18.3,-0.1
